Mean_Time,SSIP,SSP,SDFB,SFE,RPF,Traffic_Type
20.2555626146,739.1653326924189,563.8214091907408,1217.3564422828454,15115.855474282595,0.8525179856115108,0
20.8722891741,795.480765662342,587.3326545661106,1283.7205122530013,16135.512488079961,0.8357664233576643,0
21.475747785899998,791.6079430852446,568.8099718970734,1489.6756619731784,16878.63418092206,0.8471953578336557,0
22.1086463124,757.2370881953115,634.0720196334235,1114.11059880904,15205.564019986174,0.810064935064935,0
22.7762979309,733.7268729448108,518.2045085376957,1029.1408902199846,15847.232676993754,0.864476386036961,0
23.3923596924,726.4542198724158,443.502685655151,1064.8967777426667,15896.153607711507,0.8574660633484162,0
24.0241569694,763.0138550737079,534.6062368520774,1174.6977521424517,16551.27668272685,0.8647540983606558,0
24.564626208199996,769.31165977607,529.4782886228587,1083.596583633617,18448.720857939326,0.8486238532110092,0
25.1571598826,756.9110865499329,432.9856968221121,1314.3984566604897,16277.657775267373,0.8976744186046511,0
25.7615547282,728.1730139081053,484.3933527301744,1346.560390144319,15829.848128437072,0.844789356984479,0
26.4332157159,743.6937496402699,455.91001760024693,1348.0163134078575,15146.512212632788,0.8640350877192983,0
27.037301704300003,810.9002251102175,510.63340117805274,1380.2132475413423,17980.04933725538,0.87248322147651,0
27.5424115337,860.3359926808477,530.8902588981816,1253.4008450494307,20983.80469953287,0.8922305764411027,0
28.077654323399997,810.4641859867803,567.498477125647,1558.275768677648,17354.69349008095,0.8866799204771372,0
28.6369140776,813.1968232972179,574.1239374780787,1227.229873000665,17450.575607236435,0.8702594810379242,0
29.224186776400003,790.8728174461436,491.5317080471731,1146.8546914914416,17008.017579486957,0.8755868544600939,0
29.7920527905,794.9830826904183,558.4016839028977,1230.6260855545215,17395.69108731769,0.8491735537190083,0
30.4418200079,672.3127413407126,470.90870891321464,1207.5044999027907,14489.49873579122,0.8047210300429185,0
31.1497803189,663.1327508002958,400.67178837828396,1186.625719992553,13960.689490532543,0.843400447427293,0
31.8144287909,773.0016927758544,525.1192934046943,1516.1314668527884,16308.052590207897,0.8557114228456913,0
32.4381848084,802.2955090329078,550.5949571794466,1136.2118607093844,15731.284490841332,0.8625954198473282,0
33.094390047,719.6801021945794,488.78273607381846,1114.8783362726083,14993.33546238707,0.8536082474226804,0
33.7921257995,661.244371550886,536.6620986499944,1275.506435007513,13690.35965943863,0.8374125874125874,0
34.452509962200004,836.3014321248875,675.9827781404723,1311.4086099968947,16527.696287053113,0.8605442176870748,0
35.0765763877,796.9882587151619,514.5114075249779,1022.282274462772,16814.09828513,0.8344086021505376,0
35.6293373345,803.6342743551974,485.87543484003885,1409.0827745486577,18474.35113460224,0.8411910669975186,0
36.1823812731,775.7114287043165,549.8083145634448,1235.838779674228,16610.5230985935,0.8807157057654076,0
36.8220536834,730.2870234837458,553.6816648634936,1396.8348334167304,15910.392668491195,0.8815533980582524,0
37.4021375917,809.768993982187,554.6362972480733,1175.083627776452,18487.876574935777,0.8835164835164835,0
37.93672631069999,864.9051679947875,635.6307376858244,1145.104347189279,18640.197586094557,0.8546511627906976,0
38.4470708161,855.9448887271598,591.3049231303568,1204.2378404278872,20674.997312250234,0.8528735632183908,0
38.9201845385,871.6204103415771,655.2607340156537,1224.2002847858382,20605.68345961175,0.8656716417910447,0
