Mean_Time,SSIP,SSP,SDFB,SFE,RPF,Traffic_Type
0.4318959185000001,457.7612823098153,325.2514374306582,1484.1902776737304,12046.349534468824,0.8737623762376238,0
1.1846251637,521.5766201559775,364.6907766262112,1372.1609269793041,13761.916099102309,0.8762626262626263,0
1.9248721577999997,554.7510274753292,400.58031437648475,1335.1046209153758,13176.984025542262,0.8970917225950783,0
2.7429863774000003,490.41489589384537,388.90757330235124,1353.451701102419,12229.79790258966,0.8825995807127882,0
3.4785166559999996,552.6329622121231,366.5277744234646,1236.3233006434893,14206.502884630412,0.8980099502487562,0
4.2547458763,529.2835855321061,386.03711054864624,1228.1156113195682,12139.531778259316,0.8484848484848485,0
5.0154882075,644.6411702621957,467.71101613295343,1610.5271008446414,15385.230793847153,0.8858350951374208,0
5.657134619000001,607.8214302740093,447.589637108094,1156.1597738475537,13242.29695586077,0.8577154308617234,0
6.4488629153999995,604.8405297319744,419.13256324710375,1094.5503052624786,12896.386561449346,0.8781925343811395,0
7.2797219834,483.8043675157996,318.4107814115611,1218.5968404207802,11251.264360832547,0.8790697674418605,0
8.109982575799998,551.5317482660661,351.90540782637623,1238.7065321863117,12796.5602845955,0.8775510204081632,0
8.8697059901,569.6444604788813,423.1644563557404,1245.906664118416,13562.96334473527,0.8145161290322581,0
9.663359287299999,570.7887861956918,398.82036984186163,1236.1281775347124,12196.341585378032,0.8410852713178295,0
10.4059822143,594.8376982560694,418.3321195679367,1116.4107317745527,13898.077062057697,0.815677966101695,0
11.233311178900001,497.52897762380627,353.08508089431416,1465.3788593231222,11463.801327737472,0.8760504201680672,0
12.0595481454,575.6263008184243,406.17226619547245,1400.6209123777849,12935.42249030167,0.831275720164609,0
12.735654566,604.5195627516226,476.7602737164859,1256.071883242666,15580.401101845946,0.8634361233480177,0
13.4584837744,625.8672638755688,445.55477449179324,1442.1536244364668,13066.122419114172,0.8667883211678832,0
14.2330374533,604.3993021582352,411.56098091288817,1175.924530451326,12942.169211097113,0.8802395209580839,0
15.009520204000001,531.071994517967,371.99512980060365,1349.2683754958725,12236.681901335647,0.848421052631579,0
15.7951763924,576.7731664846831,495.94272272554696,1350.2269760677757,13700.0752134129,0.8481481481481481,0
16.5674710255,583.0953373024311,426.3884654024027,1149.0934356373386,12147.81952713398,0.8690909090909091,0
17.374392557999997,629.8675490313389,478.5893167312356,1159.787449135003,13752.566572736656,0.8667953667953668,0
18.097368334500004,651.3048254301615,499.5575155876702,1151.4963371550289,13428.965472786833,0.8926056338028169,0
18.7419606091,653.45313867485,520.7467171958959,1279.528111946008,16798.28119986761,0.8842794759825328,0
19.3857747172,617.6587119254843,482.07509223452433,1141.0892816853193,15064.846632328885,0.8778004073319755,0
20.117363007399998,563.9855978247348,428.28045397728204,1301.095346798668,12450.013197014012,0.8775894538606404,0
20.756124495099996,675.6595154385203,544.1151849991624,1184.2072733398209,19930.959157478475,0.8616504854368932,0
21.2862615302,726.536707489369,543.529980162072,1166.6678644804447,18300.672732729694,0.9194630872483222,0
21.8465340288,691.542032066932,615.0990825068342,1314.9694660312914,17777.43013025532,0.8216318785578748,0
22.431344499200005,717.2426159355437,577.5872027365556,1121.1707746725242,17241.409036912108,0.8664122137404581,0
23.0005754056,673.4448604069655,476.59174736492946,1297.8303814477842,17267.816933511935,0.8812785388127854,0
23.664842590400003,575.2616384929189,410.3357100259123,1236.030182416491,13194.074277360523,0.8242677824267782,0
24.382147983799996,685.223827477178,335.22803628732635,1407.624468622035,14767.754902525388,0.884020618556701,0
25.0479547311,664.6089734186322,383.1979666557879,1399.2851555792415,14968.670572491717,0.8800959232613909,0
25.7315706128,604.7245167527137,411.66692454996945,1465.0657269182086,14195.411191378258,0.8436123348017621,0
